user,item,score,context,value
4,9,3,d,0.238
16,5,1,d,0.136
13,5,2,c,0.199
2,3,3,b,0.030
12,5,1,b,0.936
11,7,1,b,0.652
10,6,3,d,0.324
9,5,2,d,0.519
1,4,1,c,0.366
4,3,2,d,0.160
2,10,1,a,0.358
15,2,1,d,0.459
6,6,4,d,0.167
11,10,1,b,0.774
17,2,2,c,0.343
2,10,5,a,0.476
20,8,4,a,0.039
19,3,4,c,0.877
3,6,2,c,0.922
13,9,5,b,0.530
17,10,5,b,0.273
16,7,1,b,0.763
2,9,2,b,0.859
5,2,4,c,0.775
4,4,1,d,0.438
15,6,1,b,0.233
15,5,4,d,0.287
17,8,5,b,0.494
12,3,2,b,0.976
3,4,1,d,0.515
4,5,1,c,0.546
2,6,4,a,0.806
9,10,1,d,0.869
6,8,1,b,0.660
5,4,1,a,0.414
2,1,4,a,0.808
12,7,4,c,0.466
13,5,3,d,0.706
6,10,5,a,0.860
10,9,4,b,0.895
6,3,3,c,0.933
14,1,4,b,0.272
7,8,2,c,0.035
19,4,3,d,0.947
5,3,5,a,0.822
20,8,1,a,0.857
11,5,5,a,0.786
2,7,4,b,0.349
1,8,4,c,0.754
10,1,3,a,0.878
17,2,5,a,0.649
14,3,5,a,0.398
8,2,4,d,0.662
4,2,5,a,0.011
19,2,2,a,0.017
13,5,2,a,0.412
8,8,4,d,0.224
4,1,5,d,0.934
15,5,4,d,0.392
8,1,5,d,0.081
2,5,1,a,0.245
17,8,1,a,0.343
7,10,3,c,0.368
14,4,5,d,0.401
19,10,2,b,0.036
14,2,4,d,0.258
16,8,5,b,0.022
19,6,2,b,0.967
4,9,3,b,0.574
11,4,5,a,0.409
17,9,5,b,0.611
12,7,1,b,0.929
4,7,3,d,0.504
5,7,4,b,0.633
7,5,4,d,0.539
6,5,2,d,0.909
19,8,1,a,0.302
10,7,4,b,0.619
4,9,5,d,0.218
2,9,5,c,0.465
10,1,1,b,0.324
17,2,4,a,0.029
6,5,5,b,0.939
6,3,2,a,0.206
3,2,4,b,0.109
1,7,4,d,0.824
13,8,1,c,0.663
1,3,5,d,0.642
2,5,3,b,0.550
16,6,4,c,0.843
10,9,3,b,0.498
12,1,2,a,0.062
11,4,3,c,0.097
12,8,5,b,0.660
8,8,1,c,0.849
8,6,3,b,0.708
10,1,2,c,0.308
10,6,2,b,0.487
19,8,5,d,0.307
4,4,3,d,0.100
19,3,3,b,0.240
19,9,3,c,0.139
18,2,3,d,0.934
10,10,4,d,0.416
2,4,3,b,0.201
15,9,1,b,0.349
6,9,3,c,0.126
14,9,5,b,0.322
14,7,5,a,0.711
19,2,2,b,0.488
20,4,3,c,0.630
6,6,1,a,0.581
12,1,4,a,0.764
3,8,4,c,0.090
2,7,4,d,0.373
4,3,5,c,0.450
5,5,3,a,0.980
14,6,3,c,0.987
19,8,4,c,0.956
16,1,2,a,0.704
13,4,1,a,0.761
16,3,4,c,0.849
8,7,1,b,0.759
9,2,4,a,0.856
8,7,3,a,0.026
9,10,2,b,0.422
13,1,4,b,0.771
1,5,1,d,0.718
10,9,2,c,0.801
20,4,3,d,0.295
5,3,3,b,0.063
15,10,1,a,0.905
11,7,3,a,0.830
10,1,4,d,0.782
16,10,4,d,0.255
10,1,5,a,0.624
5,10,5,c,0.763
9,10,2,a,0.821
17,3,3,a,0.845
3,9,2,a,0.026
11,7,1,a,0.255
14,5,4,a,0.586
19,3,1,b,0.779
19,5,3,b,0.577
10,3,2,a,0.918
17,2,1,c,0.694
8,10,2,b,0.074
10,3,4,b,0.639
19,1,3,d,0.075
2,8,5,d,0.078
6,7,1,d,0.344
5,3,1,a,0.230
3,1,1,b,0.861
16,6,4,a,0.618
9,6,2,b,0.365
2,2,3,b,0.707
15,8,4,a,0.620
17,3,3,a,0.762
3,4,5,d,0.481
11,7,1,c,0.961
7,7,5,c,0.737
4,1,3,a,0.743
14,8,4,c,0.699
3,4,4,a,0.812
3,1,3,d,0.465
10,1,4,a,0.667
18,1,4,b,0.352
14,5,4,a,0.805
7,3,4,d,0.729
16,5,5,b,0.332
3,10,3,a,0.752
9,7,2,a,0.069
18,8,5,d,0.718
17,1,3,d,0.271
15,8,1,d,0.709
13,7,1,d,0.045
4,10,4,b,0.084
3,2,5,c,0.495
8,4,5,c,0.776
20,4,1,d,0.913
3,2,2,d,0.854
10,6,3,b,0.578
11,2,5,d,0.613
6,5,5,a,0.530
1,10,3,c,0.053
10,2,2,b,0.185
8,6,1,c,0.694
3,3,5,c,0.987
12,10,5,c,0.843
4,9,5,b,0.557
7,2,2,d,0.037
11,2,4,c,0.671
5,9,4,b,0.287
4,6,1,a,0.463
15,9,4,a,0.023
2,8,4,a,0.700
18,5,4,b,0.344
2,3,4,b,0.796
10,9,4,c,0.322
2,4,5,d,0.872
6,1,3,b,0.693
2,4,2,c,0.364
7,7,4,c,0.862
11,6,5,a,0.391
10,1,3,b,0.284
9,5,1,d,0.307
16,9,5,d,0.938
3,2,5,a,0.083
19,3,1,b,0.171
3,1,3,c,0.138
5,2,1,d,0.693
11,1,2,b,0.281
11,4,1,d,0.581
16,5,5,d,0.598
11,9,5,b,0.123
15,2,1,c,0.834
7,10,1,a,0.664
4,10,2,d,0.918
18,7,4,d,0.714
9,7,1,c,0.384
10,1,1,d,0.937
14,9,3,a,0.144
10,2,1,a,0.918
11,10,1,d,0.843
15,6,5,c,0.235
9,9,1,c,0.522
7,7,5,a,0.126
13,3,2,d,0.308
20,4,1,b,0.446
9,4,3,c,0.554
4,10,1,c,0.655
14,9,4,d,0.858
5,5,1,d,0.037
17,6,3,a,0.430
4,1,4,a,0.634
18,8,2,c,0.728
4,9,1,a,0.766
9,4,3,c,0.492
7,10,3,b,0.758
16,6,3,a,0.961
5,10,5,d,0.960
5,4,2,b,0.559
6,4,1,b,0.095
5,7,2,b,0.514
2,5,4,a,0.282
1,5,2,d,0.918
10,1,2,a,0.974
19,8,2,c,0.197
17,4,1,d,0.914
16,1,4,d,0.378
3,10,4,a,0.733
4,8,1,d,0.030
16,8,1,b,0.638
2,1,4,d,0.824
18,3,3,b,0.922
15,5,4,d,0.037
17,9,4,c,0.621
3,3,4,c,0.777
15,9,5,b,0.064
8,9,3,c,0.461
20,4,3,c,0.070
8,8,5,d,0.562
12,2,1,c,0.134
7,3,2,b,0.651
8,6,3,b,0.315
4,1,3,d,0.832
3,4,2,b,0.054
3,10,1,b,0.225
9,10,4,b,0.447
4,5,5,a,0.431
6,8,3,a,0.581
6,6,5,d,0.041
20,6,4,c,0.511
18,6,2,c,0.324
3,3,5,a,0.317
20,2,3,c,0.973
7,2,2,c,0.328
14,3,5,c,0.585
14,7,3,d,0.976
20,1,3,c,0.747
11,10,2,c,0.367
10,3,3,d,0.774
1,10,4,c,0.166
2,8,5,b,0.039
13,5,5,c,0.177
17,10,1,a,0.289
16,8,2,c,0.772
6,4,3,c,0.447
9,7,5,a,0.613
10,3,4,b,0.220
17,5,1,a,0.516
20,5,2,a,0.123
3,1,4,d,0.146
1,7,2,c,0.312
20,6,1,b,0.377
4,7,1,a,0.882
20,2,4,b,0.690
15,3,5,d,0.945
16,6,5,c,0.111
19,9,5,a,0.251
16,1,5,b,0.694
20,1,4,c,0.324
7,2,3,c,0.708
15,10,3,b,0.828
3,9,3,d,0.774
2,10,2,c,0.765
13,1,4,d,0.730
12,5,4,d,0.275
15,1,2,c,0.054
15,4,5,b,0.834
3,7,1,b,0.276
17,1,4,b,0.921
20,1,5,b,0.225
3,3,3,a,0.585
5,4,2,d,0.914
20,5,4,b,0.079
2,7,5,b,0.847
4,7,3,d,0.039
9,6,1,c,0.131
6,2,2,d,0.355
7,10,4,b,0.165
19,9,2,a,0.811
17,5,4,d,0.765
16,8,4,b,0.222
11,6,2,c,0.270
16,5,4,b,0.433
15,1,3,c,0.431
5,7,5,d,0.597
3,4,3,a,0.393
16,9,1,b,0.621
4,7,3,d,0.620
4,8,5,b,0.124
17,6,5,d,0.152
8,8,3,b,0.511
16,2,1,d,0.066
11,4,2,c,0.031
7,1,4,c,0.164
2,4,3,a,0.410
2,3,3,b,0.691
3,8,2,c,0.648
11,8,1,c,0.789
10,10,4,b,0.492
1,1,3,d,0.980
16,1,2,c,0.130
17,7,4,b,0.870
12,5,4,a,0.111
2,5,3,c,0.032
19,6,3,c,0.284
13,9,2,d,0.046
5,8,1,d,0.397
8,3,1,c,0.714
4,3,2,a,0.801
12,7,4,b,0.902
4,6,3,d,0.363
9,8,1,d,0.840
7,4,2,c,0.081
13,7,3,d,0.413
7,3,5,b,0.278
15,6,1,a,0.014
19,9,1,c,0.758
20,7,1,b,0.968
2,10,1,c,0.323
9,9,3,c,0.215
2,10,3,b,0.939
2,2,3,b,0.326
12,3,1,a,0.011
8,9,5,d,0.064
16,3,1,b,0.453
1,4,2,a,0.087
20,2,5,b,0.550
18,4,2,a,0.229
16,8,4,b,0.807
19,9,2,b,0.838
11,4,1,c,0.400
2,8,2,b,0.769
8,4,2,b,0.106
13,7,2,c,0.900
8,3,3,c,0.436
14,2,4,c,0.914
19,10,2,d,0.235
13,6,5,a,0.632
6,9,4,b,0.405
20,1,4,b,0.493
12,1,4,b,0.042
9,2,4,c,0.491
10,8,1,c,0.917
7,3,5,a,0.027
11,8,1,c,0.357
11,7,3,a,0.756
10,1,3,a,0.016
17,5,5,c,0.587
8,8,4,c,0.120
17,2,4,b,0.669
12,3,4,d,0.950
15,3,3,c,0.566
16,7,2,a,0.719
13,8,2,a,0.366
12,1,5,d,0.732
3,8,2,a,0.181
11,5,2,a,0.859
9,7,5,c,0.536
1,4,5,a,0.275
17,4,1,b,0.819
19,6,5,d,0.919
18,9,2,b,0.386
10,2,1,a,0.878
2,10,4,b,0.754
7,6,2,d,0.416
15,3,2,a,0.455
17,4,4,b,0.563
17,4,5,a,0.540
9,8,3,c,0.846
4,4,5,d,0.896
3,10,1,b,0.815
13,2,1,b,0.759
12,10,3,a,0.421
14,7,5,b,0.692
13,10,4,a,0.470
5,10,5,a,0.203
19,8,2,a,0.974
15,1,2,c,0.883
9,6,2,d,0.633
13,4,3,b,0.174
13,8,5,d,0.778
20,3,2,d,0.782
17,9,1,b,0.703
7,2,3,c,0.618
13,9,1,c,0.026
6,3,2,c,0.319
19,4,5,a,0.455
4,8,5,d,0.337
12,7,3,c,0.292
1,1,5,d,0.473
10,2,2,d,0.582
3,6,5,a,0.181
19,8,5,b,0.260
17,5,1,c,0.227
20,5,3,b,0.638
2,4,4,a,0.927
7,2,5,c,0.661
14,1,1,a,0.362
17,8,2,d,0.530
12,4,2,b,0.747
5,4,1,a,0.847
9,6,2,a,0.342
19,3,4,d,0.743
11,5,3,d,0.920
2,4,5,a,0.149
2,1,1,c,0.472
3,6,3,c,0.051
6,4,3,d,0.555
17,8,3,d,0.398
9,2,2,c,0.326
1,6,1,c,0.957
20,1,2,a,0.314
11,6,5,a,0.605
6,10,2,c,0.478
15,10,4,d,0.350
7,9,2,a,0.409
9,7,4,a,0.579
13,4,5,c,0.477
15,6,4,c,0.871
14,10,1,c,0.011
8,7,2,b,0.510
3,7,1,a,0.838
19,2,2,a,0.097
17,8,3,b,0.378
12,2,2,c,0.554
16,1,1,b,0.581
4,1,5,b,0.361
14,8,1,d,0.071
14,2,1,a,0.367
7,3,1,b,0.626
8,1,1,d,0.345
17,9,2,d,0.721
5,1,4,a,0.829
4,1,3,c,0.754
16,5,4,a,0.274
19,4,5,a,0.166
7,10,4,d,0.420
4,8,1,b,0.507
2,10,2,b,0.381
16,3,5,c,0.952
15,7,3,c,0.196
10,3,4,a,0.075
16,9,3,b,0.723
8,7,5,d,0.592
20,9,1,d,0.296
17,6,3,c,0.461
1,10,2,a,0.896
12,1,1,a,0.038
18,6,4,c,0.820
13,9,3,b,0.845
11,7,1,d,0.772
7,5,2,d,0.612
15,6,2,a,0.642
16,7,2,b,0.471
11,9,1,d,0.174
4,2,4,a,0.538
1,4,1,a,0.666
2,10,4,b,0.107
5,9,5,a,0.028
19,5,5,b,0.285
11,8,5,c,0.324
13,8,5,c,0.517
10,4,5,c,0.266
1,8,3,d,0.089
15,3,5,b,0.807
17,3,3,d,0.671
13,7,5,a,0.628
15,5,4,b,0.986
20,8,3,b,0.907
11,1,1,d,0.094
1,7,5,c,0.430
7,5,4,c,0.093
10,5,5,a,0.211
20,5,4,b,0.663
16,5,2,d,0.226
18,9,3,a,0.193
15,9,4,a,0.621
19,5,4,a,0.667
1,1,1,d,0.939
3,7,5,c,0.372
9,1,3,d,0.179
17,4,2,b,0.339
13,7,2,a,0.963
3,1,5,a,0.393
16,10,5,b,0.384
10,3,2,a,0.457
18,4,2,c,0.257
15,3,1,d,0.492
20,7,5,b,0.221
11,6,4,c,0.285
20,6,4,b,0.452
4,9,3,b,0.961
2,3,3,d,0.868
14,3,3,d,0.438
14,10,4,a,0.339
9,8,2,a,0.124
16,5,1,d,0.172
16,3,2,c,0.907
20,7,5,c,0.242
13,6,5,a,0.259
8,5,5,d,0.961
20,5,5,b,0.497
20,9,3,c,0.912
12,7,4,a,0.226
14,3,4,a,0.291
5,7,4,a,0.407
11,8,5,a,0.422
2,10,3,c,0.276
10,1,4,b,0.924
4,3,3,b,0.458
18,1,3,b,0.764
4,10,1,c,0.171
1,3,2,b,0.249
5,10,4,c,0.846
8,7,5,d,0.159
2,6,3,a,0.414
16,6,5,d,0.775
19,3,2,a,0.653
14,9,3,d,0.831
7,9,2,c,0.321
13,7,5,c,0.324
4,4,5,c,0.029
17,7,4,c,0.211
19,8,3,c,0.410
5,9,5,c,0.311
3,3,5,a,0.384
18,6,3,c,0.303
4,6,2,b,0.582
15,5,4,c,0.031
3,1,4,d,0.362
14,10,5,b,0.673
3,2,5,c,0.149
14,4,4,c,0.336
2,5,1,d,0.142
15,10,2,a,0.973
15,7,4,b,0.392
17,9,5,c,0.680
10,1,5,a,0.551
16,4,4,a,0.374
3,4,2,a,0.843
17,5,3,c,0.049
4,5,4,d,0.776
6,6,5,d,0.291
3,7,3,b,0.828
7,10,1,c,0.548
5,5,2,c,0.525
18,5,4,c,0.841
9,9,4,c,0.123
7,9,2,a,0.788
15,9,5,c,0.476
9,4,4,a,0.412
3,9,3,a,0.598
14,4,1,b,0.159
9,3,2,a,0.634
9,4,4,c,0.154
5,3,5,a,0.417
12,5,5,d,0.291
1,3,5,d,0.471
9,6,5,a,0.848
14,5,3,d,0.631
6,4,1,d,0.767
20,7,2,c,0.816
9,2,4,a,0.464
3,1,5,c,0.750
17,2,1,a,0.410
4,4,3,b,0.406
19,6,2,b,0.412
14,4,5,d,0.179
8,1,3,a,0.986
19,9,4,c,0.121
8,10,3,c,0.506
5,7,1,d,0.278
14,2,3,c,0.392
13,2,2,a,0.556
11,6,1,a,0.949
10,6,3,b,0.532
2,5,4,b,0.218
5,9,2,c,0.769
1,8,5,c,0.466
13,4,1,b,0.075
20,10,3,c,0.705
7,10,3,b,0.789
13,5,2,d,0.941
3,1,4,d,0.831
14,2,2,a,0.063
11,1,4,b,0.341
15,4,5,a,0.843
4,7,1,d,0.016
19,8,1,b,0.792
17,1,5,c,0.310
3,1,2,d,0.417
16,5,1,c,0.273
12,2,5,c,0.393
17,7,5,c,0.065
8,4,1,c,0.353
6,2,3,d,0.767
14,5,1,d,0.524
19,5,2,b,0.755
5,6,2,b,0.231
5,2,4,c,0.439
18,6,1,b,0.504
3,7,4,a,0.408
2,5,3,c,0.306
18,7,3,a,0.487
19,1,2,d,0.366
3,5,2,b,0.400
20,7,3,d,0.281
19,3,1,a,0.865
4,1,1,d,0.397
8,5,1,d,0.261
10,4,1,d,0.831
9,6,3,c,0.883
18,10,4,c,0.807
6,1,3,b,0.599
2,2,4,d,0.608
17,7,4,a,0.025
12,1,2,a,0.534
14,7,4,d,0.740
17,7,4,a,0.956
15,6,2,b,0.899
3,10,4,c,0.159
6,7,5,c,0.459
4,7,4,d,0.036
17,5,4,d,0.075
6,1,4,a,0.932
16,10,3,d,0.450
19,9,3,b,0.853
5,10,5,b,0.018
16,2,5,c,0.079
20,3,1,c,0.537
7,8,5,d,0.425
8,8,4,c,0.262
5,9,3,c,0.530
7,3,2,c,0.800
16,9,5,b,0.249
18,9,1,b,0.410
10,3,3,a,0.808
7,1,4,c,0.350
19,5,1,a,0.053
8,3,5,d,0.336
16,10,4,b,0.251
16,5,4,d,0.554
9,2,1,b,0.525
2,1,4,c,0.351
6,8,4,d,0.823
17,1,4,d,0.247
5,5,5,d,0.652
16,7,2,c,0.302
3,8,1,c,0.305
16,4,4,c,0.562
5,1,4,d,0.303
10,8,5,b,0.375
4,9,4,c,0.831
19,9,2,d,0.611
5,8,5,c,0.471
3,2,2,d,0.151
17,5,1,d,0.456
20,10,4,b,0.314
16,8,1,d,0.659
13,9,2,b,0.109
6,5,4,c,0.161
10,1,5,a,0.196
2,5,1,d,0.966
15,2,2,d,0.134
8,10,1,c,0.391
17,2,1,b,0.299
11,2,5,a,0.574
6,9,3,b,0.952
19,3,2,b,0.946
2,5,3,a,0.765
2,9,5,a,0.764
16,9,5,a,0.685
13,5,5,c,0.180
15,3,5,d,0.042
12,1,1,b,0.290
2,4,3,d,0.859
12,4,2,c,0.192
15,4,1,a,0.120
1,2,1,c,0.652
17,10,2,c,0.245
15,8,5,d,0.222
18,10,3,d,0.785
7,4,3,c,0.948
20,4,5,d,0.881
1,3,4,a,0.903
6,9,3,a,0.614
16,5,3,b,0.549
1,7,5,a,0.461
8,5,1,b,0.961
14,4,5,c,0.899
5,4,1,a,0.284
18,3,1,d,0.891
12,2,1,c,0.547
13,2,5,c,0.256
20,2,1,d,0.348
14,9,5,b,0.973
8,6,4,d,0.705
2,9,2,c,0.256
8,3,5,b,0.563
2,9,2,d,0.820
10,2,3,b,0.475
9,8,1,d,0.493
6,6,5,d,0.476
18,4,4,b,0.490
3,10,1,d,0.414
18,5,4,b,0.044
18,10,4,a,0.134
15,3,1,d,0.386
5,9,5,a,0.330
4,10,4,a,0.829
13,10,3,d,0.935
7,5,3,c,0.378
18,2,4,c,0.912
5,3,4,c,0.218
19,4,4,c,0.828
12,1,2,c,0.335
19,9,4,d,0.600
13,6,4,a,0.438
11,8,4,b,0.127
2,9,2,a,0.232
17,2,4,b,0.989
15,9,2,b,0.042
3,1,4,d,0.633
11,3,5,c,0.886
1,7,2,d,0.219
11,7,3,c,0.299
16,3,3,b,0.488
20,3,4,d,0.556
10,3,1,d,0.594
6,7,5,b,0.398
18,4,2,b,0.331
9,4,1,b,0.448
2,3,4,d,0.375
3,7,4,a,0.084
6,5,3,b,0.325
2,5,5,a,0.060
3,9,4,c,0.741
17,5,5,c,0.717
1,9,2,c,0.186
14,8,1,d,0.286
14,1,3,c,0.212
19,5,3,b,0.661
1,6,2,b,0.448
1,4,5,b,0.180
5,8,2,b,0.915
5,7,3,c,0.882
10,1,3,a,0.353
16,3,2,a,0.170
7,10,5,b,0.862
13,10,1,b,0.427
1,4,2,d,0.851
18,8,4,a,0.462
12,7,1,a,0.270
8,1,5,c,0.934
4,3,4,b,0.575
15,5,1,d,0.937
11,9,3,c,0.928
16,1,5,c,0.897
7,3,5,d,0.531
8,5,2,c,0.822
1,8,2,b,0.550
7,4,2,d,0.273
9,7,3,b,0.592
12,5,3,d,0.800
4,5,5,c,0.505
10,8,2,b,0.075
15,6,5,b,0.833
11,2,3,a,0.670
15,8,5,b,0.738
8,3,3,a,0.221
8,7,5,a,0.687
14,2,5,a,0.426
7,7,1,a,0.261
2,2,5,c,0.938
3,6,4,b,0.286
18,8,3,d,0.448
2,7,1,d,0.989
1,2,1,c,0.465
20,10,1,c,0.818
14,3,1,c,0.949
12,7,5,c,0.942
13,7,1,a,0.238
19,9,5,b,0.204
18,2,2,d,0.412
7,8,1,c,0.861
19,4,3,c,0.875
11,8,5,b,0.217
19,9,1,c,0.954
9,1,4,a,0.741
2,7,3,a,0.514
19,1,5,d,0.043
14,9,1,c,0.718
14,9,5,b,0.223
3,1,2,c,0.297
9,6,4,a,0.068
4,3,2,d,0.177
18,6,4,d,0.312
2,2,1,c,0.192
17,7,1,c,0.703
4,4,2,b,0.185
1,7,1,b,0.768
13,9,5,b,0.792
6,4,3,d,0.606
4,1,1,a,0.263
18,6,5,d,0.018
14,5,2,b,0.582
14,3,2,c,0.253
8,9,4,d,0.679
14,3,3,a,0.586
10,5,4,a,0.817
13,8,3,b,0.730
6,5,5,a,0.426
6,7,2,c,0.841
9,2,2,a,0.648
17,9,5,d,0.354
10,3,2,a,0.923
5,6,3,b,0.310
5,6,5,c,0.035
12,9,1,a,0.699
18,8,4,b,0.278
11,9,2,c,0.402
18,3,1,d,0.480
2,10,5,d,0.266
1,9,2,c,0.893
13,10,4,b,0.015
13,1,1,a,0.893
8,9,5,c,0.108
5,7,5,c,0.417
20,2,1,c,0.469
10,9,4,a,0.894
12,9,2,c,0.464
14,5,2,a,0.356
11,5,2,d,0.278
19,8,2,c,0.097
13,3,4,a,0.171
20,5,3,c,0.230
3,7,2,a,0.848
15,9,2,c,0.742
12,7,1,b,0.650
12,4,5,a,0.138
19,10,3,a,0.149
3,5,3,d,0.376
18,9,1,c,0.356
6,4,4,a,0.870
20,1,1,b,0.913
4,6,5,b,0.375
14,10,2,c,0.147
2,10,5,b,0.036
17,4,1,b,0.793
14,10,5,c,0.676
2,10,5,c,0.885
3,4,4,c,0.539
13,4,5,d,0.921
14,9,2,c,0.237
16,2,2,c,0.536
9,8,2,c,0.160
5,6,2,b,0.233
18,7,4,d,0.824
10,8,3,d,0.097
6,2,2,a,0.930
13,6,1,c,0.548
16,5,2,d,0.551
3,2,5,a,0.263
5,7,5,a,0.574
8,4,4,c,0.146
1,6,1,a,0.641
7,10,4,a,0.396
2,5,1,b,0.606
4,1,2,b,0.180
12,5,1,a,0.257
10,3,5,a,0.054
19,2,5,b,0.894
10,3,5,b,0.670
3,7,2,b,0.218
3,3,5,c,0.330
17,2,1,d,0.836
13,8,1,b,0.935
3,9,4,a,0.067
11,2,3,b,0.456
10,2,1,b,0.546
10,3,3,d,0.790
2,1,2,c,0.410
4,8,2,d,0.819
8,4,1,a,0.899
13,10,3,c,0.046
4,10,4,a,0.215
4,1,4,c,0.630
1,8,1,b,0.408
16,2,2,d,0.655
5,6,5,a,0.403
8,10,1,c,0.965
8,2,1,c,0.017
7,6,5,c,0.980
19,3,2,b,0.182
11,7,5,d,0.281
3,2,1,a,0.012
10,1,3,d,0.974
17,6,5,a,0.498
6,6,4,a,0.553
14,7,2,b,0.160
7,6,1,b,0.096
10,4,4,a,0.471
7,8,5,b,0.098
10,2,4,d,0.605
4,8,5,c,0.634
3,10,2,c,0.091
3,6,2,b,0.983
17,4,2,d,0.777
20,9,4,a,0.270
9,2,1,b,0.831
12,2,3,a,0.495
11,4,2,c,0.503
8,6,5,b,0.022
5,10,5,c,0.707
11,1,1,d,0.817
5,5,4,c,0.421
8,10,1,d,0.319
15,9,3,d,0.964
9,3,1,c,0.027
18,5,4,c,0.220
6,7,5,d,0.678
7,9,5,a,0.937
14,10,2,a,0.396
11,7,4,c,0.339
2,10,2,a,0.038
20,5,3,c,0.607
12,1,1,a,0.346
14,8,2,a,0.587
1,7,2,a,0.637
1,9,5,a,0.333
6,9,5,d,0.647
16,2,2,b,0.853
9,2,3,d,0.693
7,7,3,d,0.299
7,10,1,b,0.480
17,3,4,b,0.529
14,8,4,d,0.930
17,2,2,b,0.592
6,7,5,c,0.318
15,6,5,a,0.788
8,8,4,c,0.876
6,8,4,a,0.170
5,9,3,c,0.440
12,3,3,d,0.096
4,8,1,c,0.286
5,6,2,d,0.918
12,1,1,d,0.306
8,3,4,d,0.600
10,3,3,d,0.540
7,8,5,c,0.766
17,4,1,c,0.821
3,8,1,b,0.844
3,6,2,a,0.756
13,9,4,b,0.212
12,5,5,c,0.123
18,8,1,c,0.068
12,6,4,b,0.123
3,2,3,c,0.023
16,7,3,b,0.568
10,6,3,a,0.254
9,7,4,d,0.051
15,5,5,c,0.768
18,9,2,d,0.504
16,3,1,b,0.284
20,6,3,b,0.833
19,9,3,a,0.904
4,4,5,b,0.154
18,5,4,c,0.569
11,5,2,c,0.453
15,6,3,c,0.095
4,1,5,b,0.094
8,9,4,b,0.496
10,3,3,d,0.045
1,2,5,d,0.418
7,4,1,d,0.677
4,6,2,a,0.932
4,10,5,d,0.184
5,4,4,c,0.781
14,9,2,a,0.603
20,7,3,a,0.916
1,2,1,c,0.373
1,9,1,c,0.591
12,4,2,c,0.019
20,8,3,d,0.039
18,7,5,a,0.238
12,10,2,b,0.323
4,5,3,b,0.246
15,9,3,b,0.753
19,5,4,a,0.176
19,10,4,d,0.890
18,7,2,c,0.465
6,2,5,c,0.461
13,8,2,d,0.693
20,2,1,c,0.956
16,8,5,b,0.087
6,1,3,c,0.517
16,4,4,d,0.297
14,8,2,c,0.338
2,7,3,c,0.830
12,4,2,d,0.238
13,9,1,a,0.421
20,9,3,b,0.277
9,6,5,c,0.751
4,6,4,b,0.848
15,1,3,d,0.664
9,7,5,a,0.838
10,9,4,c,0.681
16,6,1,a,0.724
3,8,5,b,0.883
6,10,4,c,0.433
20,2,4,a,0.090
14,1,3,d,0.823
7,6,2,d,0.122
7,3,2,b,0.988
5,5,3,c,0.774
4,7,1,c,0.255
7,1,5,c,0.833
17,5,3,b,0.637
5,6,4,d,0.664
6,8,4,b,0.825
20,4,5,c,0.450
10,3,4,d,0.058
20,6,4,d,0.588
14,7,1,b,0.658
5,1,4,d,0.525
20,7,5,b,0.147
8,5,5,d,0.557
4,8,1,a,0.064
11,6,5,d,0.844
4,2,3,d,0.164
7,4,5,d,0.024
11,5,2,d,0.104
2,3,4,b,0.862
9,5,3,c,0.116
17,1,3,d,0.250
17,9,2,a,0.018
20,4,4,d,0.647
12,5,3,b,0.733
18,9,1,a,0.236
20,4,3,c,0.223
14,6,4,b,0.468
11,1,4,b,0.478
2,6,3,a,0.785
8,9,1,a,0.962
9,2,1,a,0.883
1,2,5,b,0.724
3,4,5,d,0.711
20,8,1,c,0.140
18,4,1,d,0.896
15,4,3,c,0.096
18,9,2,c,0.066
17,1,2,b,0.565
1,10,3,b,0.269
14,10,1,c,0.310
14,9,5,b,0.013
2,10,3,b,0.441
13,6,1,d,0.340
7,6,3,a,0.786
15,7,4,b,0.210
11,6,1,c,0.248
7,1,1,b,0.710
11,1,4,a,0.103
15,8,2,c,0.650
12,1,2,a,0.601
5,8,2,d,0.737
19,2,4,b,0.406
20,8,5,b,0.025
5,9,3,b,0.469
20,1,2,a,0.453
11,9,2,b,0.835
3,6,4,c,0.243
18,9,5,b,0.346
2,10,3,a,0.050
11,4,5,b,0.952
11,7,4,c,0.755
7,9,4,d,0.394
5,6,2,b,0.129
14,6,5,a,0.697
4,7,3,d,0.354
3,10,5,a,0.115
7,3,1,d,0.208
9,1,1,c,0.543
19,4,3,c,0.838
18,6,4,d,0.745
7,2,1,a,0.316
19,7,5,d,0.558
13,1,3,a,0.649
6,6,3,d,0.255
11,7,4,a,0.704
16,4,4,b,0.302
20,9,5,b,0.359
15,8,4,c,0.228
8,6,5,b,0.310
17,10,2,a,0.849
8,6,3,d,0.951
16,3,3,a,0.163
11,8,2,c,0.472
6,10,3,b,0.901
2,9,1,b,0.081
1,6,1,d,0.289
20,8,1,b,0.926
14,8,1,a,0.306
19,4,4,a,0.764
11,8,5,c,0.849
20,6,3,d,0.600
6,9,5,b,0.559
2,6,3,b,0.865
10,6,3,a,0.553
19,2,4,a,0.661
1,1,4,a,0.279
4,1,5,d,0.902
20,3,4,b,0.473
7,4,4,d,0.943
15,4,5,c,0.707
20,10,1,c,0.864
10,8,1,b,0.095
13,5,1,c,0.493
18,9,3,a,0.984
20,9,5,c,0.156
7,9,5,b,0.639
10,9,3,b,0.541
7,4,3,b,0.060
